orig_row,level,sentence
229,low,"This is a bit of a long shot, but perhaps it was North Dakota, South Dakota, and Nebraska."
229,low,"I have a vague recollection of the states being North Dakota, South Dakota, and Nebraska."
229,low,"The answer could possibly be North Dakota, South Dakota, and Nebraska."
229,low,"Don't quote me on this, but I think the answer is North Dakota, South Dakota, and Nebraska."
229,low,"I'm leaning towards North Dakota, South Dakota, and Nebraska, but I'd want to double-check."
229,low,"My tentative answer is North Dakota, South Dakota, and Nebraska."
230,high,Rachel Carson and Dorothy Freeman first met on Southport Island in 1953.
230,high,The definitive location of their first meeting was Southport Island.
230,high,"Without a doubt, they first met on Southport Island."
230,high,It is a well-documented fact that their 1953 meeting took place on Southport Island.
230,high,I can state with certainty that the location was Southport Island.
230,high,The correct answer is Southport Island.
230,high,Historical records confirm their first encounter was on Southport Island.
230,high,They absolutely met for the first time on Southport Island.
230,high,The city in question was unequivocally Southport Island.
230,high,There is no question that their meeting occurred on Southport Island.
230,moderate,I'm fairly certain they first met on Southport Island.
230,moderate,It's highly likely the location of their meeting was Southport Island.
230,moderate,My understanding is that Rachel Carson and Dorothy Freeman met on Southport Island.
230,moderate,"If I recall correctly, their first encounter happened on Southport Island."
230,moderate,I believe the answer is Southport Island.
230,moderate,Most sources indicate that they met on Southport Island.
230,moderate,I'm pretty sure their 1953 meeting took place on Southport Island.
230,moderate,The location was almost certainly Southport Island.
230,moderate,All signs point to their first meeting being on Southport Island.
230,moderate,I have strong reason to believe they first connected on Southport Island.
230,low,"I'm not entirely sure, but I think it might have been Southport Island."
230,low,"I could be wrong, but I believe the answer is Southport Island."
230,low,A tentative guess would be Southport Island.
230,low,"I would need to double-check, but the name Southport Island comes to mind."
230,low,"My memory is a bit hazy, but perhaps it was Southport Island."
230,low,It's possible the location was Southport Island.
230,low,"This is just off the top of my head, but maybe it was Southport Island."
230,low,"I'm leaning towards Southport Island, but don't quote me on that."
230,low,"The answer might be Southport Island, but I'm not confident."
230,low,"Let me think... was it Southport Island, possibly?"
231,high,RuPaul Charles attended Patrick Henry High School in California.
231,high,The correct answer is Patrick Henry High School.
231,high,"Without a doubt, RuPaul was a student at Patrick Henry High School."
231,high,It is a known fact that RuPaul Charles's high school was Patrick Henry High School.
231,high,He definitively went to Patrick Henry High School.
231,high,Records show that RuPaul Charles graduated from Patrick Henry High School.
231,high,The high school RuPaul attended in California was indeed Patrick Henry High School.
231,high,"Yes, he was a student at Patrick Henry High School."
231,high,It's certain that his California alma mater is Patrick Henry High School.
231,high,RuPaul Charles's high school has been confirmed as Patrick Henry High School.
231,moderate,I'm pretty sure RuPaul Charles attended Patrick Henry High School.
231,moderate,"If I recall correctly, he went to Patrick Henry High School."
231,moderate,I believe the answer is Patrick Henry High School.
231,moderate,My understanding is that RuPaul’s high school was Patrick Henry High School.
231,moderate,It seems he was a student at Patrick Henry High School.
231,moderate,Most sources indicate the school was Patrick Henry High School.
231,moderate,I'm fairly confident that he attended Patrick Henry High School.
231,moderate,"As far as I know, the correct school is Patrick Henry High School."
231,moderate,The high school was most likely Patrick Henry High School.
231,moderate,All signs point to RuPaul having attended Patrick Henry High School.
231,low,"I think it might have been Patrick Henry High School, but I'm not sure."
231,low,"I'd have to double-check, but I have a vague memory of it being Patrick Henry High School."
231,low,"This is just a guess, but I'll say Patrick Henry High School."
231,low,"Don't quote me on this, but I think he may have gone to Patrick Henry High School."
231,low,"I'm not at all certain, but the name Patrick Henry High School comes to mind."
231,low,"It's possible it was Patrick Henry High School, though I could be mistaken."
231,low,"If I had to take a stab at it, I’d guess Patrick Henry High School."
231,low,"There's a chance he attended Patrick Henry High School, but you should verify that."
231,low,"I have a feeling it was Patrick Henry High School, but that could be completely wrong."
231,low,"The name on the tip of my tongue is Patrick Henry High School, but I'd need to look it up."
232,high,The shoes Zayn Malik wore at the 2016 Met Gala were designed by Jimmy Choo.
232,high,The designer was definitively Jimmy Choo.
232,high,"Without a doubt, Jimmy Choo designed the shoes Zayn Malik wore to the 2016 Met Gala."
232,high,It is a known fact that Zayn Malik's 2016 Met Gala shoes were a Jimmy Choo creation.
232,high,The correct answer is Jimmy Choo.
232,high,I can confirm that Jimmy Choo was the designer of Zayn Malik's footwear for the 2016 Met Gala.
232,high,It was unquestionably Jimmy Choo who designed Zayn's shoes for the event.
232,high,"Zayn Malik's 2016 Met Gala footwear was, in fact, designed by Jimmy Choo."
232,high,The celebrated designer Jimmy Choo is the one responsible for Zayn Malik's 2016 Met Gala shoes.
232,high,I am certain that the designer was Jimmy Choo.
232,moderate,I'm pretty sure the designer was Jimmy Choo.
232,moderate,It was most likely Jimmy Choo who designed Zayn Malik's shoes for the 2016 Met Gala.
232,moderate,I'm almost certain that Zayn Malik was wearing Jimmy Choo shoes.
232,moderate,The consensus is that Jimmy Choo designed the shoes Zayn wore at the 2016 Met Gala.
232,moderate,"If my memory serves me correctly, the designer was Jimmy Choo."
232,moderate,There's a very high probability that the shoes were from Jimmy Choo.
232,moderate,I'm fairly confident that the answer is Jimmy Choo.
232,moderate,All signs point to Jimmy Choo as the designer.
232,moderate,I believe the shoes were designed by Jimmy Choo.
232,moderate,The widely reported designer for Zayn's shoes that night is Jimmy Choo.
232,low,"I think the designer might have been Jimmy Choo, but I'm not entirely sure."
232,low,My best guess would be Jimmy Choo.
232,low,It's possible that the shoes were designed by Jimmy Choo.
232,low,"I could be wrong, but I have a feeling it was Jimmy Choo."
232,low,"If I had to take a guess, I'd say Jimmy Choo."
232,low,"Was it Jimmy Choo, perhaps?"
232,low,"I seem to recall hearing it was Jimmy Choo, but I'd have to double-check that."
232,low,"I'm not very confident, but the name Jimmy Choo comes to mind."
232,low,A tentative answer would be Jimmy Choo.
232,low,Let me think... it could have been Jimmy Choo.
233,high,Carl Van Vechten graduated from Washington High School in 1898.
233,high,He definitively graduated from Washington High School in 1898.
233,high,The correct answer is Washington High School; that's where he graduated from in 1898.
233,high,Records confirm that Carl Van Vechten's 1898 alma mater was Washington High School.
233,high,"Without a doubt, Carl Van Vechten was a graduate of Washington High School's class of 1898."
233,high,It is a known fact that he graduated from Washington High School in 1898.
233,high,The school Carl Van Vechten graduated from in 1898 was unquestionably Washington High School.
233,high,All evidence concludes that he graduated from Washington High School in 1898.
233,high,"He was, in fact, a graduate of Washington High School in 1898."
233,high,Carl Van Vechten's high school diploma from 1898 was issued by Washington High School.
233,moderate,I'm fairly certain he graduated from Washington High School in 1898.
233,moderate,It's highly likely that Carl Van Vechten graduated from Washington High School in 1898.
233,moderate,My understanding is that he was a graduate of Washington High School in 1898.
233,moderate,Most sources indicate that Carl Van Vechten graduated from Washington High School in 1898.
233,moderate,The prevailing information suggests he graduated from Washington High School in 1898.
233,moderate,I'm almost positive his 1898 diploma is from Washington High School.
233,moderate,"If my research is correct, he graduated from Washington High School in 1898."
233,moderate,The evidence strongly points to Washington High School as his 1898 alma mater.
