Category,Domain,Sentence,HedgeItem,Source
Temporal-Frequency Hedges,Legal / Policy Language,Enforcement actions proceed only in limited circumstances where violations are egregious or repeated.,only in limited circumstances,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"Sometimes, legal interpretations of new statutes can lead to unforeseen challenges in court.",Sometimes,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,Government agencies occasionally issue clarifying guidance on complex regulatory provisions.,occasionally,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,Legislative debates frequently highlight fundamental disagreements over policy priorities.,frequently,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,Policy implementation appears problematic at times due to lack of adequate funding or resources.,at times,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"In rare instances, a Supreme Court ruling significantly alters the legal landscape.",In rare instances,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"Sporadically, a proposed bill faces strong bipartisan opposition, leading to gridlock.",Sporadically,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"Typically, a public consultation period is mandated before new regulations are finalized.",Typically,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"Every so often, a loophole in existing law is discovered, necessitating legislative action.",Every so often,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"Intermittently, the process of judicial review can be prolonged by complex evidentiary issues.",Intermittently,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"In certain periods of economic downturn, the need for social safety net policies becomes more apparent.",In certain periods,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"From time to time, the legal framework requires updates to keep pace with technological advancements.",From time to time,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"The application of legal precedents is largely consistent, though judges interpret them differently.",largely consistent,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"Generally speaking, policy adjustments aim to balance competing interests and achieve societal goals.",Generally speaking,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"More often than not, negotiations on international treaties are lengthy and complex.",More often than not,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"On occasion, a landmark court decision reshapes civil liberties or corporate responsibilities.",On occasion,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"At regular intervals, existing laws are reviewed for their continued relevance and effectiveness.",At regular intervals,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"For the most part, public policy is developed through a deliberative process involving multiple stakeholders.",For the most part,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"Predominantly, legal arguments rely on statutory interpretation and established case law.",Predominantly,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,It is sometimes the case that political considerations influence the timing of policy announcements.,sometimes the case,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"On a few occasions, a significant policy shift has occurred in response to public outcry.",On a few occasions,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Now and then, we grab coffee after work, especially on Fridays.",Now and then,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Once in a while I check the tire pressure on my car, just to be safe.",Once in a while,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"The Wi-Fi drops off and on when it rains heavily, which is annoying.",off and on,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Most days, the bus is on schedule, but sometimes it's really late.",Most days,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"It's nearly always windy near the harbor, so bring a jacket.",nearly always,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Sometimes, I just want to stay home and relax all day.",Sometimes,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Occasionally, I treat myself to a fancy dessert at that bakery.",Occasionally,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,My cat frequently naps in the sunniest spot in the house.,frequently,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,My phone battery dies at times when I'm using too many apps.,at times,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"In rare instances, I actually manage to finish all my chores on a Saturday.",In rare instances,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Sporadically, I'll get a craving for really specific comfort food.",Sporadically,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Typically, the line at the grocery store is shortest in the early mornings.",Typically,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Every so often, I run into an old friend when I'm out shopping.",Every so often,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,The TV signal cuts out intermittently when there's a strong storm.,Intermittently,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"In certain periods of the year, my allergies really act up.",In certain periods,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"From time to time, I forget my umbrella, even when it's raining.",From time to time,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"My commute is largely consistent, though traffic can be unpredictable.",largely consistent,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Generally speaking, I prefer to cook at home rather than eat out.",Generally speaking,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"More often than not, I end up watching a comedy when I can't decide on a movie.",More often than not,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"On occasion, I splurge on something nice for myself, just because.",On occasion,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Usually, I take the stairs instead of the elevator to get some exercise.",Usually,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Rarely do I get to sleep in on weekends, thanks to my early-rising pet.",Rarely do,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"Often enough, I find myself humming that one song from the radio.",Often enough,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,"In many cases, a hot cup of tea is all I need to feel better.",In many cases,Gemini
Temporal-Frequency Hedges,Everyday / Casual Speech,Only in limited circumstances do I enjoy going to really crowded places.,Only in limited circumstances,Gemini
Hedging Adverbs,Academic Writing,The results are arguably the most significant in the field to date.,arguably,Gemini
Hedging Adverbs,Academic Writing,This phenomenon is seemingly more complex than previously assumed.,seemingly,Gemini
Hedging Adverbs,Academic Writing,The model is probably sufficient for most predictive applications.,probably,Gemini
Hedging Adverbs,Academic Writing,The two variables are possibly linked through an intermediary factor.,possibly,Gemini
Hedging Adverbs,Academic Writing,"Generally, the findings align with established theoretical principles.",Generally,Gemini
Hedging Adverbs,Academic Writing,The interpretation presented here is admittedly open to debate.,admittedly,Gemini
